year,geo,disagg,value
2003,AUT,Early retirement,0.25
2004,AUT,Early retirement,0.31
2005,AUT,Early retirement,0.27
2006,AUT,Early retirement,0.24
2007,AUT,Early retirement,0.21
2008,AUT,Early retirement,0.19
2009,AUT,Early retirement,0.18
2010,AUT,Early retirement,0.17
2011,AUT,Early retirement,0.15
2012,AUT,Early retirement,0.13
2013,AUT,Early retirement,0.23
2014,AUT,Early retirement,0.093
2015,AUT,Early retirement,0.11
2016,AUT,Early retirement,0.14
2017,AUT,Early retirement,0.15
2018,AUT,Early retirement,0.17
2019,AUT,Early retirement,0.18
2020,AUT,Early retirement,0.18
2021,AUT,Early retirement,0.16
2022,AUT,Early retirement,0.14
2023,AUT,Early retirement,0.13
2000,AUT,Employment incentives,0.064
2001,AUT,Employment incentives,0.082
2002,AUT,Employment incentives,0.057
2003,AUT,Employment incentives,0.059
2004,AUT,Employment incentives,0.055
2005,AUT,Employment incentives,0.051
2006,AUT,Employment incentives,0.053
2007,AUT,Employment incentives,0.056
2008,AUT,Employment incentives,0.054
2009,AUT,Employment incentives,0.051
2010,AUT,Employment incentives,0.055
2011,AUT,Employment incentives,0.031
2012,AUT,Employment incentives,0.035
2013,AUT,Employment incentives,0.04
2014,AUT,Employment incentives,0.044
2015,AUT,Employment incentives,0.039
2016,AUT,Employment incentives,0.053
2017,AUT,Employment incentives,0.066
2018,AUT,Employment incentives,0.076
2019,AUT,Employment incentives,0.057
2020,AUT,Employment incentives,0.051
2021,AUT,Employment incentives,0.087
2022,AUT,Employment incentives,0.11
2023,AUT,Employment incentives,0.049
2000,AUT,Out-of-work income maintenance and support,1.1
2001,AUT,Out-of-work income maintenance and support,1.1
2002,AUT,Out-of-work income maintenance and support,1.1
2003,AUT,Out-of-work income maintenance and support,1.1
2004,AUT,Out-of-work income maintenance and support,1.1
2005,AUT,Out-of-work income maintenance and support,1.2
2006,AUT,Out-of-work income maintenance and support,1.1
2007,AUT,Out-of-work income maintenance and support,0.98
2008,AUT,Out-of-work income maintenance and support,0.93
2009,AUT,Out-of-work income maintenance and support,1.3
2010,AUT,Out-of-work income maintenance and support,1.2
2011,AUT,Out-of-work income maintenance and support,1.1
2012,AUT,Out-of-work income maintenance and support,1.1
2013,AUT,Out-of-work income maintenance and support,1.2
2014,AUT,Out-of-work income maintenance and support,1.3
2015,AUT,Out-of-work income maintenance and support,1.4
2016,AUT,Out-of-work income maintenance and support,1.4
2017,AUT,Out-of-work income maintenance and support,1.3
2018,AUT,Out-of-work income maintenance and support,1.2
2019,AUT,Out-of-work income maintenance and support,1.1
2020,AUT,Out-of-work income maintenance and support,3
2021,AUT,Out-of-work income maintenance and support,2.2
2022,AUT,Out-of-work income maintenance and support,1.1
2023,AUT,Out-of-work income maintenance and support,0.94
2000,AUT,Public employment services and administration,0.13
2001,AUT,Public employment services and administration,0.14
2002,AUT,Public employment services and administration,0.15
2003,AUT,Public employment services and administration,0.17
2004,AUT,Public employment services and administration,0.17
2005,AUT,Public employment services and administration,0.16
2006,AUT,Public employment services and administration,0.16
2007,AUT,Public employment services and administration,0.16
2008,AUT,Public employment services and administration,0.15
2009,AUT,Public employment services and administration,0.17
2010,AUT,Public employment services and administration,0.18
2011,AUT,Public employment services and administration,0.17
2012,AUT,Public employment services and administration,0.17
2013,AUT,Public employment services and administration,0.17
2014,AUT,Public employment services and administration,0.17
2015,AUT,Public employment services and administration,0.17
2016,AUT,Public employment services and administration,0.17
2017,AUT,Public employment services and administration,0.18
2018,AUT,Public employment services and administration,0.17
2019,AUT,Public employment services and administration,0.18
2020,AUT,Public employment services and administration,0.22
2021,AUT,Public employment services and administration,0.22
2022,AUT,Public employment services and administration,0.21
2023,AUT,Public employment services and administration,0.2
2000,AUT,Sheltered and supported employment and rehabilitation,0.025
2001,AUT,Sheltered and supported employment and rehabilitation,0.03
2002,AUT,Sheltered and supported employment and rehabilitation,0.031
2003,AUT,Sheltered and supported employment and rehabilitation,0.027
2004,AUT,Sheltered and supported employment and rehabilitation,0.035
2005,AUT,Sheltered and supported employment and rehabilitation,0.034
2006,AUT,Sheltered and supported employment and rehabilitation,0.034
2007,AUT,Sheltered and supported employment and rehabilitation,0.033
2008,AUT,Sheltered and supported employment and rehabilitation,0.039
2009,AUT,Sheltered and supported employment and rehabilitation,0.04
2010,AUT,Sheltered and supported employment and rehabilitation,0.033
2011,AUT,Sheltered and supported employment and rehabilitation,0.03
2012,AUT,Sheltered and supported employment and rehabilitation,0.027
2013,AUT,Sheltered and supported employment and rehabilitation,0.023
2014,AUT,Sheltered and supported employment and rehabilitation,0.022
2015,AUT,Sheltered and supported employment and rehabilitation,0.021
2016,AUT,Sheltered and supported employment and rehabilitation,0.021
2017,AUT,Sheltered and supported employment and rehabilitation,0.02
2018,AUT,Sheltered and supported employment and rehabilitation,0.02
2019,AUT,Sheltered and supported employment and rehabilitation,0.023
2020,AUT,Sheltered and supported employment and rehabilitation,0.023
2021,AUT,Sheltered and supported employment and rehabilitation,0.022
2022,AUT,Sheltered and supported employment and rehabilitation,0.02
2023,AUT,Sheltered and supported employment and rehabilitation,0.021
2000,AUT,Start-up incentives,0.003
2001,AUT,Start-up incentives,0.003
2002,AUT,Start-up incentives,0.004
2003,AUT,Start-up incentives,0.004
2004,AUT,Start-up incentives,0.004
2005,AUT,Start-up incentives,0.005
2006,AUT,Start-up incentives,0.005
2007,AUT,Start-up incentives,0.005
2008,AUT,Start-up incentives,0.005
2009,AUT,Start-up incentives,0.006
2010,AUT,Start-up incentives,0.006
2011,AUT,Start-up incentives,0.005
2012,AUT,Start-up incentives,0.005
2013,AUT,Start-up incentives,0.005
2014,AUT,Start-up incentives,0.006
2015,AUT,Start-up incentives,0.005
2016,AUT,Start-up incentives,0.005
2017,AUT,Start-up incentives,0.005
2018,AUT,Start-up incentives,0.005
2019,AUT,Start-up incentives,0.005
2020,AUT,Start-up incentives,0.005
2021,AUT,Start-up incentives,0.005
2022,AUT,Start-up incentives,0.005
2023,AUT,Start-up incentives,0.005
2000,AUT,Temporary employment and income maintenance in continued employment relationship,0.027
2001,AUT,Temporary employment and income maintenance in continued employment relationship,0.043
2002,AUT,Temporary employment and income maintenance in continued employment relationship,0.036
2003,AUT,Temporary employment and income maintenance in continued employment relationship,0.033
2004,AUT,Temporary employment and income maintenance in continued employment relationship,0.035
2005,AUT,Temporary employment and income maintenance in continued employment relationship,0.031
2006,AUT,Temporary employment and income maintenance in continued employment relationship,0.023
2007,AUT,Temporary employment and income maintenance in continued employment relationship,0.033
2008,AUT,Temporary employment and income maintenance in continued employment relationship,0.036
2009,AUT,Temporary employment and income maintenance in continued employment relationship,0.071
2010,AUT,Temporary employment and income maintenance in continued employment relationship,0.041
2011,AUT,Temporary employment and income maintenance in continued employment relationship,0.015
2012,AUT,Temporary employment and income maintenance in continued employment relationship,0.02
2013,AUT,Temporary employment and income maintenance in continued employment relationship,0.018
2014,AUT,Temporary employment and income maintenance in continued employment relationship,0.012
2015,AUT,Temporary employment and income maintenance in continued employment relationship,0.011
2016,AUT,Temporary employment and income maintenance in continued employment relationship,0.014
2017,AUT,Temporary employment and income maintenance in continued employment relationship,0.012
2018,AUT,Temporary employment and income maintenance in continued employment relationship,0.012
2019,AUT,Temporary employment and income maintenance in continued employment relationship,0.013
2020,AUT,Temporary employment and income maintenance in continued employment relationship,1.5
2021,AUT,Temporary employment and income maintenance in continued employment relationship,0.93
2022,AUT,Temporary employment and income maintenance in continued employment relationship,0.15
2023,AUT,Temporary employment and income maintenance in continued employment relationship,0.02
1985,AUT,Total,1.3
1986,AUT,Total,1.4
1987,AUT,Total,1.5
1988,AUT,Total,1.4
1989,AUT,Total,1.3
1990,AUT,Total,1.3
1991,AUT,Total,1.5
1992,AUT,Total,1.5
1993,AUT,Total,1.9
1994,AUT,Total,2
1995,AUT,Total,2
1996,AUT,Total,2
1997,AUT,Total,1.8
1998,AUT,Total,1.8
1999,AUT,Total,1.8
2000,AUT,Total,1.6
2001,AUT,Total,1.7
2002,AUT,Total,1.7
2003,AUT,Total,1.9
2004,AUT,Total,2
2005,AUT,Total,2.1
2006,AUT,Total,2
2007,AUT,Total,1.8
2008,AUT,Total,1.8
2009,AUT,Total,2.2
2010,AUT,Total,2.2
2011,AUT,Total,2
2012,AUT,Total,2
2013,AUT,Total,2.2
2014,AUT,Total,2.2
2015,AUT,Total,2.2
2016,AUT,Total,2.3
2017,AUT,Total,2.2
2018,AUT,Total,2.1
2019,AUT,Total,2
2020,AUT,Total,3.9
2021,AUT,Total,3.2
2022,AUT,Total,2
2023,AUT,Total,1.8
2000,AUT,Training,0.24
2001,AUT,Training,0.26
2002,AUT,Training,0.26
2003,AUT,Training,0.3
2004,AUT,Training,0.29
2005,AUT,Training,0.32
2006,AUT,Training,0.39
2007,AUT,Training,0.36
2008,AUT,Training,0.36
2009,AUT,Training,0.49
2010,AUT,Training,0.5
2011,AUT,Training,0.44
2012,AUT,Training,0.43
2013,AUT,Training,0.47
2014,AUT,Training,0.49
2015,AUT,Training,0.46
2016,AUT,Training,0.45
2017,AUT,Training,0.45
2018,AUT,Training,0.43
2019,AUT,Training,0.4
2020,AUT,Training,0.44
2021,AUT,Training,0.48
2022,AUT,Training,0.44
2023,AUT,Training,0.45
2000,BEL,Direct job creation,0.19
2001,BEL,Direct job creation,0.17
2002,BEL,Direct job creation,0.17
2003,BEL,Direct job creation,0.15
2004,BEL,Direct job creation,0.049
2005,BEL,Direct job creation,0.054
2006,BEL,Direct job creation,0.058
2007,BEL,Direct job creation,0.059
2008,BEL,Direct job creation,0.062
2009,BEL,Direct job creation,0.074
2010,BEL,Direct job creation,0.074
2011,BEL,Direct job creation,0.072
2012,BEL,Direct job creation,0.069
2013,BEL,Direct job creation,0.068
2014,BEL,Direct job creation,0.066
2015,BEL,Direct job creation,0.061
2016,BEL,Direct job creation,0.048
2017,BEL,Direct job creation,0.043
2018,BEL,Direct job creation,0.044
2019,BEL,Direct job creation,0.042
2020,BEL,Direct job creation,0.038
2021,BEL,Direct job creation,0.032
2022,BEL,Direct job creation,0.03
2023,BEL,Direct job creation,0.024
2000,BEL,Early retirement,0.95
2001,BEL,Early retirement,0.95
2002,BEL,Early retirement,0.95
2003,BEL,Early retirement,0.92
2004,BEL,Early retirement,0.87
2005,BEL,Early retirement,0.81
2006,BEL,Early retirement,0.77
2007,BEL,Early retirement,0.72
2008,BEL,Early retirement,0.73
2009,BEL,Early retirement,0.74
2010,BEL,Early retirement,0.72
2011,BEL,Early retirement,0.7
2012,BEL,Early retirement,0.67
2013,BEL,Early retirement,0.63
2014,BEL,Early retirement,0.57
2015,BEL,Early retirement,0.5
2016,BEL,Early retirement,0.45
2017,BEL,Early retirement,0.35
2018,BEL,Early retirement,0.28
2019,BEL,Early retirement,0.18
2020,BEL,Early retirement,0.12
2021,BEL,Early retirement,0.07
2022,BEL,Early retirement,0.043
2023,BEL,Early retirement,0.026
2000,BEL,Employment incentives,0.23
2001,BEL,Employment incentives,0.24
2002,BEL,Employment incentives,0.13
2003,BEL,Employment incentives,0.17
2004,BEL,Employment incentives,0.13
2005,BEL,Employment incentives,0.14
2006,BEL,Employment incentives,0.14
2007,BEL,Employment incentives,0.15
2008,BEL,Employment incentives,0.15
2009,BEL,Employment incentives,0.15
2010,BEL,Employment incentives,0.15
2011,BEL,Employment incentives,0.16
2012,BEL,Employment incentives,0.16
2013,BEL,Employment incentives,0.15
2014,BEL,Employment incentives,0.16
2015,BEL,Employment incentives,0.16
2016,BEL,Employment incentives,0.19
2017,BEL,Employment incentives,0.22
2018,BEL,Employment incentives,0.2
2019,BEL,Employment incentives,0.2
2020,BEL,Employment incentives,0.18
2021,BEL,Employment incentives,0.16
2022,BEL,Employment incentives,0.15
2023,BEL,Employment incentives,0.13
2000,BEL,Out-of-work income maintenance and support,1.1
2001,BEL,Out-of-work income maintenance and support,1.2
2002,BEL,Out-of-work income maintenance and support,1.3
2003,BEL,Out-of-work income maintenance and support,1.5
2004,BEL,Out-of-work income maintenance and support,1.5
2005,BEL,Out-of-work income maintenance and support,1.5
2006,BEL,Out-of-work income maintenance and support,1.4
2007,BEL,Out-of-work income maintenance and support,1.2
2008,BEL,Out-of-work income maintenance and support,1.2
2009,BEL,Out-of-work income maintenance and support,1.6
2010,BEL,Out-of-work income maintenance and support,1.5
2011,BEL,Out-of-work income maintenance and support,1.4
2012,BEL,Out-of-work income maintenance and support,1.4
2013,BEL,Out-of-work income maintenance and support,1.5
2014,BEL,Out-of-work income maintenance and support,1.4
2015,BEL,Out-of-work income maintenance and support,1.2
2016,BEL,Out-of-work income maintenance and support,1.1
2017,BEL,Out-of-work income maintenance and support,1
2018,BEL,Out-of-work income maintenance and support,0.95
2019,BEL,Out-of-work income maintenance and support,0.89
2020,BEL,Out-of-work income maintenance and support,1.9
2021,BEL,Out-of-work income maintenance and support,1.3
2022,BEL,Out-of-work income maintenance and support,0.89
2023,BEL,Out-of-work income maintenance and support,0.83
2000,BEL,Public employment services and administration,0.16
2001,BEL,Public employment services and administration,0.17
2002,BEL,Public employment services and administration,0.18
2003,BEL,Public employment services and administration,0.17
2004,BEL,Public employment services and administration,0.17
2005,BEL,Public employment services and administration,0.18
2006,BEL,Public employment services and administration,0.18
2007,BEL,Public employment services and administration,0.18
2008,BEL,Public employment services and administration,0.18
2009,BEL,Public employment services and administration,0.2
2010,BEL,Public employment services and administration,0.2
2011,BEL,Public employment services and administration,0.2
2012,BEL,Public employment services and administration,0.2
2013,BEL,Public employment services and administration,0.2
2014,BEL,Public employment services and administration,0.22
2015,BEL,Public employment services and administration,0.19
2016,BEL,Public employment services and administration,0.2
2017,BEL,Public employment services and administration,0.21
2018,BEL,Public employment services and administration,0.21
2019,BEL,Public employment services and administration,0.22
2020,BEL,Public employment services and administration,0.23
2021,BEL,Public employment services and administration,0.22
2022,BEL,Public employment services and administration,0.19
2023,BEL,Public employment services and administration,0.19
2000,BEL,Sheltered and supported employment and rehabilitation,0.11
2001,BEL,Sheltered and supported employment and rehabilitation,0.11
2002,BEL,Sheltered and supported employment and rehabilitation,0.12
2003,BEL,Sheltered and supported employment and rehabilitation,0.12
2004,BEL,Sheltered and supported employment and rehabilitation,0.12
2005,BEL,Sheltered and supported employment and rehabilitation,0.12
2006,BEL,Sheltered and supported employment and rehabilitation,0.11
2007,BEL,Sheltered and supported employment and rehabilitation,0.12
2008,BEL,Sheltered and supported employment and rehabilitation,0.12
2009,BEL,Sheltered and supported employment and rehabilitation,0.14
2010,BEL,Sheltered and supported employment and rehabilitation,0.13
2011,BEL,Sheltered and supported employment and rehabilitation,0.14
2012,BEL,Sheltered and supported employment and rehabilitation,0.14
2013,BEL,Sheltered and supported employment and rehabilitation,0.14
2014,BEL,Sheltered and supported employment and rehabilitation,0.14
2015,BEL,Sheltered and supported employment and rehabilitation,0.14
2016,BEL,Sheltered and supported employment and rehabilitation,0.13
2017,BEL,Sheltered and supported employment and rehabilitation,0.14
2018,BEL,Sheltered and supported employment and rehabilitation,0.14
2019,BEL,Sheltered and supported employment and rehabilitation,0.14
2020,BEL,Sheltered and supported employment and rehabilitation,0.14
2021,BEL,Sheltered and supported employment and rehabilitation,0.14
2022,BEL,Sheltered and supported employment and rehabilitation,0.14
2023,BEL,Sheltered and supported employment and rehabilitation,0.15
2000,BEL,Start-up incentives,0.002
2001,BEL,Start-up incentives,0.003
2002,BEL,Start-up incentives,0.004
2003,BEL,Start-up incentives,0.004
2004,BEL,Start-up incentives,0.004
2005,BEL,Start-up incentives,0.003
2006,BEL,Start-up incentives,0.003
2007,BEL,Start-up incentives,0.004
2008,BEL,Start-up incentives,0.004
2009,BEL,Start-up incentives,0.004
2010,BEL,Start-up incentives,0.003
2011,BEL,Start-up incentives,0.003
2012,BEL,Start-up incentives,0.002
2013,BEL,Start-up incentives,0.002
2014,BEL,Start-up incentives,0.002
2015,BEL,Start-up incentives,0.001
2016,BEL,Start-up incentives,0.001
2017,BEL,Start-up incentives,0.001
2018,BEL,Start-up incentives,0.001
2019,BEL,Start-up incentives,0.001
2020,BEL,Start-up incentives,0.001
2021,BEL,Start-up incentives,0.001
2022,BEL,Start-up incentives,0.001
2023,BEL,Start-up incentives,0.002
2000,BEL,Temporary employment and income maintenance in continued employment relationship,0.11
2001,BEL,Temporary employment and income maintenance in continued employment relationship,0.13
2002,BEL,Temporary employment and income maintenance in continued employment relationship,0.14
2003,BEL,Temporary employment and income maintenance in continued employment relationship,0.15
2004,BEL,Temporary employment and income maintenance in continued employment relationship,0.14
2005,BEL,Temporary employment and income maintenance in continued employment relationship,0.13
2006,BEL,Temporary employment and income maintenance in continued employment relationship,0.12
2007,BEL,Temporary employment and income maintenance in continued employment relationship,0.11
2008,BEL,Temporary employment and income maintenance in continued employment relationship,0.13
2009,BEL,Temporary employment and income maintenance in continued employment relationship,0.31
2010,BEL,Temporary employment and income maintenance in continued employment relationship,0.25
2011,BEL,Temporary employment and income maintenance in continued employment relationship,0.16
2012,BEL,Temporary employment and income maintenance in continued employment relationship,0.2
2013,BEL,Temporary employment and income maintenance in continued employment relationship,0.2
2014,BEL,Temporary employment and income maintenance in continued employment relationship,0.15
2015,BEL,Temporary employment and income maintenance in continued employment relationship,0.12
2016,BEL,Temporary employment and income maintenance in continued employment relationship,0.14
2017,BEL,Temporary employment and income maintenance in continued employment relationship,0.16
2018,BEL,Temporary employment and income maintenance in continued employment relationship,0.15
2019,BEL,Temporary employment and income maintenance in continued employment relationship,0.17
2020,BEL,Temporary employment and income maintenance in continued employment relationship,1
2021,BEL,Temporary employment and income maintenance in continued employment relationship,0.49
2022,BEL,Temporary employment and income maintenance in continued employment relationship,0.21
2023,BEL,Temporary employment and income maintenance in continued employment relationship,0.14
1985,BEL,Total,4.4
1986,BEL,Total,4.4
1987,BEL,Total,4
1988,BEL,Total,3.8
1989,BEL,Total,3.5
1990,BEL,Total,3.3
1991,BEL,Total,3.4
1992,BEL,Total,3.5
1993,BEL,Total,3.7
1994,BEL,Total,3.7
1995,BEL,Total,3.6
1996,BEL,Total,3.7
1997,BEL,Total,3.4
1998,BEL,Total,3.3
1999,BEL,Total,3.2
2000,BEL,Total,2.9
2001,BEL,Total,2.9
2002,BEL,Total,3
2003,BEL,Total,3.2
2004,BEL,Total,3
2005,BEL,Total,2.9
2006,BEL,Total,2.8
2007,BEL,Total,2.6
2008,BEL,Total,2.7
2009,BEL,Total,3.1
2010,BEL,Total,2.9
2011,BEL,Total,2.8
2012,BEL,Total,2.8
2013,BEL,Total,2.9
2014,BEL,Total,2.7
2015,BEL,Total,2.4
2016,BEL,Total,2.3
2017,BEL,Total,2.1
2018,BEL,Total,2
2019,BEL,Total,1.8
2020,BEL,Total,2.8
2021,BEL,Total,2.1
2022,BEL,Total,1.6
2023,BEL,Total,1.5
2000,BEL,Training,0.13
2001,BEL,Training,0.14
2002,BEL,Training,0.15
2003,BEL,Training,0.15
2004,BEL,Training,0.16
